Medders,Sam,264716.4787137898,2000-10-17T06:47:15.324Z[UTC]
Wishart,Tennie,246387.12914472626,2003-04-03T01:55:08.698Z[UTC]
Mewborn,Enid,850424.4350822179,2015-05-21T23:59:30.046Z[UTC]
Rosson,Carolyn,42206.68057957663,2007-09-04T11:34:34.700Z[UTC]
Nisbet,Loretta,192972.2860357307,2009-09-23T08:45:26.713Z[UTC]
Amico,Kristin,509192.83096714364,2008-12-05T03:17:35.212Z[UTC]
Skowron,Emerald,259913.2376846401,2008-06-19T21:13:53.348Z[UTC]
Alper,Lottie,351775.81608590996,2008-09-10T13:53:31.214Z[UTC]
Tracey,Jeanette,634185.8214995923,2014-05-06T16:54:03.731Z[UTC]
Middlebrook,Caitlin,816192.3084027511,2010-03-10T00:09:49.256Z[UTC]
Boulden,Latrina,994976.1364396902,2008-09-28T12:36:48.696Z[UTC]
Krzeminski,Mack,-209.56338273763686,2011-02-27T00:09:08.301Z[UTC]
Lassen,Rodrigo,493658.92239442084,2005-09-21T06:12:14.963Z[UTC]
Shane,Noe,782813.7502120984,2003-09-07T20:16:44.373Z[UTC]
Gambrel,Yoshie,203457.4839874371,2012-12-29T17:05:05.426Z[UTC]
Bass,Allegra,457291.41286519036,2005-11-20T14:47:36.335Z[UTC]
Wishart,Layne,-44536.884182069276,2014-11-10T10:40:04.250Z[UTC]
Shillings,Avery,899767.4331216902,2001-01-14T09:09:53.084Z[UTC]
Tillinghast,Kristin,723751.4367914081,2005-11-26T04:49:02.111Z[UTC]
Rosario,Doyle,330758.9606899072,2001-07-20T12:35:08.427Z[UTC]
Lipka,Orville,719547.6999114715,2012-09-12T17:27:41.227Z[UTC]
Viger,Jacquelynn,937582.1888049396,2014-09-18T07:27:31.405Z[UTC]
Miers,Emelia,119294.66631043708,2001-11-15T00:37:03.551Z[UTC]
Canton,Angelia,21856.53328749044,2008-03-25T00:19:56.689Z[UTC]
Sheller,Denita,735587.9368140445,2010-07-17T10:54:15.879Z[UTC]
Stellhorn,Sindy,804951.5768927027,2003-12-16T07:49:21.204Z[UTC]
Wingler,Deedra,310233.49334281596,2011-05-18T13:07:52.581Z[UTC]
Lafortune,Rey,785837.2773471677,2005-03-02T11:15:25.572Z[UTC]
Burch,Bernie,735227.8138724174,2009-06-01T19:28:38.576Z[UTC]
Neuner,Alena,727906.1255450943,2014-05-14T17:16:07.750Z[UTC]
Grainger,Mack,112352.54924503661,2008-10-04T06:23:21.315Z[UTC]
Hawley,Doretha,503174.2682601883,2004-12-08T16:40:07.292Z[UTC]
Yokum,Orville,258549.5287362117,2003-06-06T14:38:08.004Z[UTC]
Delao,Orville,720408.1915658383,2003-03-10T22:51:55.035Z[UTC]
Droz,Reggie,178057.98505477523,2004-03-20T22:26:10.390Z[UTC]
Natali,Jonas,862583.6877427852,2016-03-09T07:40:23.347Z[UTC]
Gambrel,Jamie,308018.82553368073,2013-03-20T01:13:29.191Z[UTC]
Bourgoin,Enid,621186.2064147509,2004-02-19T00:36:06.229Z[UTC]
Geller,Janiece,935988.8571705478,2013-06-28T04:00:00.520Z[UTC]
Spindler,Loreta,459835.0809824546,2000-07-11T17:13:52.323Z[UTC]
Miers,Wilfredo,387085.61334841,2012-02-20T18:18:51.609Z[UTC]
Wetherbee,Doyle,254387.70037810254,2001-06-24T18:51:56.181Z[UTC]
Neuner,Linnie,747000.494621928,2008-11-03T13:46:43.488Z[UTC]
Eberhard,Denita,304177.07563627936,2000-10-31T00:32:21.725Z[UTC]
Gambrel,Sharen,87083.11605075569,2000-02-15T03:58:54.605Z[UTC]
Gaskin,Wilfredo,180442.01857575894,2012-01-06T13:20:41.905Z[UTC]
Husband,Virginia,198811.89065153064,2009-02-18T10:38:13.971Z[UTC]
Tracey,Siu,233988.2974449318,2012-04-16T08:49:07.840Z[UTC]
Loaiza,Siu,51961.309150117915,2002-04-17T15:51:58.909Z[UTC]
Lafortune,Onita,184670.879360939,2015-01-29T13:13:03.660Z[UTC]
Clutter,Lonny,83323.34594100376,2001-11-11T02:14:08.346Z[UTC]
Cox,Windy,277564.2426974205,2014-10-17T10:40:40.173Z[UTC]
Hagen,Assunta,458600.2608187066,2001-07-27T05:41:01.895Z[UTC]
Illingworth,Doretha,602138.3926713178,2008-03-13T15:30:06.024Z[UTC]
Clutter,Shonda,84323.2253209744,2000-05-29T08:37:42.404Z[UTC]
Vanderpol,Tomasa,173396.79484093655,2014-05-15T19:53:59.382Z[UTC]
Viger,Freda,246650.80528379645,2008-09-17T19:37:04.633Z[UTC]
Geller,Christie,228857.5694808793,2016-04-10T22:50:14.259Z[UTC]
Selley,Randolph,336738.2061778777,2016-07-23T02:18:22.093Z[UTC]
Clutter,Robbin,100038.54576288039,2008-03-15T07:01:36.989Z[UTC]
Billick,Hobert,902749.5333614157,2001-05-12T02:23:20.111Z[UTC]
Mcdougald,Jonie,419310.09616226424,2010-12-02T12:37:47.860Z[UTC]
Melby,Janiece,8026.13867497172,2008-05-10T04:31:42.436Z[UTC]
Natali,Linnie,229384.89781897934,2016-05-31T12:21:19.706Z[UTC]
Wingler,Mack,341706.3123495086,2007-03-21T16:02:04.797Z[UTC]
Dawes,Siu,13417.701016358289,2012-07-18T07:16:06.102Z[UTC]
Rumfelt,Saran,876253.0412667317,2012-05-11T08:17:34.141Z[UTC]
Patel,Tasha,161061.17090995717,2000-12-11T03:55:51.316Z[UTC]
Wingler,Mona,679106.7069461134,2008-05-04T21:46:59.807Z[UTC]
Korhonen,Jeanette,806464.6521472245,2013-01-25T23:18:53.390Z[UTC]
Carrero,Denita,602280.0067928103,2007-07-30T20:10:12.863Z[UTC]
Gish,Deedra,255347.11091612658,2010-05-23T07:52:22.151Z[UTC]
Rients,Oda,681246.410457685,2015-06-25T14:13:34.705Z[UTC]
Burch,Lonny,153288.05655621307,2013-11-19T02:56:23.202Z[UTC]
Stroop,Liz,366872.12113209977,2015-05-04T11:09:25.375Z[UTC]
Searight,Deedra,148893.244480329,2007-03-25T15:55:04.318Z[UTC]
Dishner,Raina,228717.25156019977,2004-11-02T01:42:06.309Z[UTC]
Goulding,Doretha,440436.27353482187,2009-12-08T10:23:03.731Z[UTC]
Wishart,Stefan,62522.124342216106,2015-04-30T04:11:16.290Z[UTC]
Corby,Yael,333693.0531947627,2016-01-06T10:10:31.179Z[UTC]
Trinidad,Garry,415255.5473711321,2006-04-10T15:14:45.535Z[UTC]
Broaddus,Garry,6884.900916285347,2000-12-24T01:16:44.983Z[UTC]
Karle,Jeanine,375468.18206248526,2003-09-11T07:17:57.135Z[UTC]
Delara,Janiece,86214.68334520844,2009-12-25T18:13:57.712Z[UTC]
Pond,Loreta,967725.9257819661,2001-11-23T00:38:43.290Z[UTC]
Boulden,Siu,153752.78312997156,2004-12-18T15:35:06.289Z[UTC]
Gudger,Beatriz,179265.36072219312,2012-05-31T18:26:15.433Z[UTC]
Loaiza,Jonas,297974.93327946775,2000-11-01T06:22:53.147Z[UTC]
Besaw,Kristin,192270.84724419864,2002-02-15T00:02:57.675Z[UTC]
Illingworth,Caitlin,54473.379277840824,2011-01-24T17:23:58.662Z[UTC]
Nazzaro,Marita,508960.96577472275,2001-09-24T08:45:10.071Z[UTC]
Gianni,Reggie,958771.2506296544,2001-01-16T19:17:14.319Z[UTC]
Steenbergen,Sharen,186625.70632349042,2011-11-06T13:14:29.448Z[UTC]
Trinidad,Karla,378566.4183708847,2010-08-10T23:28:09.321Z[UTC]
Mincey,Christie,705772.0576718599,2008-09-08T03:47:41.246Z[UTC]
Duffy,Rhiannon,470287.54221180035,2015-11-15T00:38:05.078Z[UTC]
Schoenrock,Lauran,825805.2561055134,2011-02-26T16:12:01.888Z[UTC]
Geller,Assunta,863976.4658604852,2003-11-14T10:05:14.386Z[UTC]
Besaw,Delbert,525328.6354799077,2000-09-16T22:13:19.200Z[UTC]
Lipka,Jonas,666239.5010125336,2005-06-20T21:17:26.843Z[UTC]
Barto,Luann,285816.54089933774,2007-11-03T13:38:28.800Z[UTC]
Vescio,Shizuko,-22817.55196487758,2014-08-04T22:10:29.044Z[UTC]
Quinteros,Tamala,609228.4699731718,2009-06-13T19:50:43.727Z[UTC]
Saylors,Antonette,649167.8423069516,2008-07-15T15:16:12.634Z[UTC]
Mancino,Deedra,343518.3819946728,2011-10-02T17:13:30.281Z[UTC]
Wheeless,Nohemi,450700.02406969015,2006-10-13T15:48:01.042Z[UTC]
Ruane,Antonette,340502.02501259587,2008-09-15T18:29:49.017Z[UTC]
Husband,Avery,470666.3132490384,2012-07-08T11:15:31.363Z[UTC]
Dishner,Ingrid,224364.7250170572,2012-02-02T15:48:57.277Z[UTC]
Niehaus,Neal,196289.72673450015,2005-02-05T14:48:56.171Z[UTC]
Dishner,Blanch,259842.0761392808,2000-04-03T10:51:39.012Z[UTC]
Lafortune,Sindy,305704.6469773532,2002-01-14T00:43:22.726Z[UTC]
Williams,Brittaney,231322.02701115492,2011-01-27T02:33:20.888Z[UTC]
Easterly,Freda,744450.3257816425,2006-04-14T01:24:34.607Z[UTC]
Vital,Liz,854258.1255311326,2009-03-20T15:39:03.109Z[UTC]
Burtch,Wilton,393187.52769498894,2011-12-06T10:36:51.985Z[UTC]
Shilling,Fumiko,142331.557096453,2000-04-18T17:41:46.423Z[UTC]
Kirkendall,Latoria,607795.135961546,2016-09-21T05:14:02.640Z[UTC]
Schoenrock,Lidia,649949.9737732209,2003-09-19T04:35:31.531Z[UTC]
Croff,Allegra,-42873.825986612035,2009-07-02T09:23:34.230Z[UTC]
Benitez,Jonie,277869.87635443074,2002-10-20T04:07:49.025Z[UTC]
Kirkendall,Onita,572093.3886010159,2008-04-09T02:22:37.051Z[UTC]
Natali,Silvana,709615.504849334,2003-04-01T21:30:36.351Z[UTC]
Grainger,Shu,6590.401580355232,2015-07-28T01:38:08.888Z[UTC]
Chausse,Velda,661570.5242414047,2010-04-30T14:09:26.658Z[UTC]
Geller,Hobert,-35758.90924763879,2010-05-17T11:48:55.513Z[UTC]
Knaus,Truman,802825.792191384,2011-06-19T00:17:48.696Z[UTC]
Burch,Obdulia,953995.8553261628,2006-10-27T10:41:28.145Z[UTC]
Colone,Emerald,328864.9717611784,2010-07-28T23:30:41.598Z[UTC]
Duffy,Migdalia,113991.91614276398,2014-09-09T15:07:37.513Z[UTC]
Huwe,Lidia,31837.74376395464,2008-02-03T18:53:51.654Z[UTC]
Neuner,Rhiannon,639841.7757085842,2016-09-30T10:53:40.518Z[UTC]
Betterton,Cherlyn,862133.557327621,2015-02-16T05:48:30.834Z[UTC]
Mcgarry,Delbert,359210.53841607546,2016-03-04T01:04:07.044Z[UTC]
Viger,Enid,806487.5743106037,2006-05-01T08:31:46.945Z[UTC]
Schoenrock,Chun,365804.13263754034,2003-06-28T02:29:04.637Z[UTC]
Sperber,Sindy,185009.37581248296,2016-12-17T05:33:47.693Z[UTC]
Barnette,Caryn,847455.6747366074,2007-10-20T06:17:01.895Z[UTC]
Nazzaro,Shizuko,948347.4162738161,2009-02-01T15:03:37.728Z[UTC]
Blinn,Nohemi,913238.5906488016,2013-08-11T12:00:43.820Z[UTC]
Verona,Windy,179524.61313135937,2007-06-24T08:31:56.834Z[UTC]
Droz,Tennie,981348.2923100552,2004-03-29T22:43:19.664Z[UTC]
Betterton,Antonette,686431.4288692039,2005-04-07T15:07:18.515Z[UTC]
Blystone,Mona,999918.1627625574,2000-03-29T00:09:04.397Z[UTC]
Illingworth,Shante,864365.2485047913,2006-12-05T12:37:37.203Z[UTC]
Spindler,Velda,726981.3066883949,2003-10-05T23:32:18.547Z[UTC]
Skowron,Latrina,810199.406202651,2000-12-07T14:47:57.758Z[UTC]
Clutter,Mack,157625.68048624956,2006-06-07T11:50:23.465Z[UTC]
Canton,Neal,511837.6415078717,2000-12-20T02:47:17.667Z[UTC]
Yokum,Layne,534618.2550609056,2005-11-24T18:01:38.913Z[UTC]
Skowron,Loretta,714673.6930845352,2006-10-17T07:47:34.242Z[UTC]
Duffy,Alena,851965.4507007982,2000-04-08T18:29:05.613Z[UTC]
Bittner,Loreta,71665.16067030204,2002-02-07T01:09:49.195Z[UTC]
Droz,Freda,684301.510068697,2003-07-30T14:49:58.108Z[UTC]
Fansler,Felicia,359122.72714743204,2004-06-06T22:44:25.310Z[UTC]
Broaddus,Garry,743165.8695464655,2001-10-13T18:21:26.102Z[UTC]
Quinteros,Doretha,102827.13162046272,2012-07-11T07:35:37.972Z[UTC]
Barto,Denita,897347.0357159169,2009-07-29T03:00:05.178Z[UTC]
Buckler,Ingrid,209670.1988927751,2002-11-14T17:58:03.010Z[UTC]
Sheller,Layne,68052.83909333275,2007-03-01T23:38:14.127Z[UTC]
Hawley,Linnie,225999.66376411688,2000-06-24T00:50:33.591Z[UTC]
Hagerman,Karla,166320.3345322941,2013-06-26T00:34:59.396Z[UTC]
Clayton,Nadene,21427.752773783024,2016-10-20T18:14:09.505Z[UTC]
Duffy,Delbert,873370.0247836441,2009-11-05T02:29:30.127Z[UTC]
Dempster,Wilton,589730.4645332544,2011-03-08T14:12:33.311Z[UTC]
Mummert,Virginia,440495.1059342774,2009-08-02T14:19:53.105Z[UTC]
Byrne,Bradley,34634.59067744929,2015-05-31T16:06:51.777Z[UTC]
Chmura,Obdulia,107165.89955537912,2014-12-19T06:20:58.008Z[UTC]
Carrasco,Darell,677399.9106228837,2012-03-09T14:02:47.822Z[UTC]
Brickey,Tamala,625667.8010004511,2005-04-22T01:41:35.086Z[UTC]
Loaiza,Eli,173263.959014311,2010-11-11T20:20:41.744Z[UTC]
Sperber,Madeleine,309609.6755593287,2008-05-16T20:02:39.525Z[UTC]
Knaus,Brittaney,894971.0545429054,2008-11-19T00:26:47.146Z[UTC]
Simone,Oda,-12219.718719500852,2012-06-02T03:38:41.681Z[UTC]
Medders,Lauran,714963.9228006225,2003-01-13T09:14:34.477Z[UTC]
Spindler,Tamala,326356.87645497324,2016-12-11T21:39:24.134Z[UTC]
Trevathan,Lidia,923413.4982789903,2012-07-01T15:43:56.269Z[UTC]
Knaus,Evangelina,45237.286939808764,2014-05-03T20:01:17.364Z[UTC]
Sheller,Joline,893097.2290423077,2000-08-08T06:22:50.007Z[UTC]
Lassen,Shizuko,987357.8491017292,2004-01-04T17:59:51.935Z[UTC]
Knaus,Jesusa,504566.5620366866,2014-09-02T12:35:38.042Z[UTC]
Dishner,Ronda,960505.9308318374,2013-05-01T15:53:11.768Z[UTC]
Dempster,Josefa,881370.3925977078,2014-07-01T22:52:29.743Z[UTC]
Burtch,Retha,137351.9369088954,2013-01-03T22:19:04.010Z[UTC]
Mccrea,Avery,730563.4545316852,2011-03-20T07:39:45.882Z[UTC]
Melby,Stefan,991814.743754963,2015-12-08T14:04:33.186Z[UTC]
Loaiza,Christie,675486.6932552725,2008-03-06T05:28:21.028Z[UTC]
Raleigh,Jeanine,514132.7579628201,2003-01-12T07:22:21.577Z[UTC]
Crown,Karry,581210.5738653995,2002-07-19T19:56:15.690Z[UTC]
Deblois,Antonette,149283.92407772454,2011-04-29T09:28:42.226Z[UTC]
Mcdougald,Catina,350897.7055658795,2001-03-28T16:03:32.084Z[UTC]
Lastra,Ingrid,907410.8387156554,2016-10-27T15:10:46.277Z[UTC]
Sperber,Bradley,299062.2508840843,2000-02-15T14:57:17.795Z[UTC]
Lastra,Caitlin,227055.55048787303,2007-09-23T10:36:25.286Z[UTC]
Gianni,Virginia,865639.002510986,2009-04-27T22:38:48.294Z[UTC]
Blinn,Reggie,730357.0891949625,2013-09-30T18:52:15.368Z[UTC]
Spindler,Ingrid,328794.36086425424,2013-08-16T20:48:02.648Z[UTC]
Gambrel,Tennie,844929.2727762588,2015-10-17T02:03:05.152Z[UTC]
Carrasco,Venessa,496129.3409135713,2013-09-01T23:52:07.831Z[UTC]
Bryer,Shante,597278.7539149043,2000-02-15T19:39:31.510Z[UTC]
Miers,Angelia,846880.4492636512,2003-03-11T14:52:44.728Z[UTC]
Radigan,Lottie,-18966.102649381868,2015-01-22T18:51:44.618Z[UTC]
Lafortune,Samara,378288.39179623674,2006-06-09T06:50:42.285Z[UTC]
Dishner,Else,935649.7887649304,2003-01-30T07:32:58.500Z[UTC]
Besaw,Quincy,121404.05551566879,2007-09-09T21:08:56.052Z[UTC]
Gaskin,Liz,250358.61510977923,2002-06-24T07:23:43.536Z[UTC]
Wetherbee,Will,569175.7384881163,2015-04-22T11:49:57.100Z[UTC]
Niehaus,Oda,233072.41324942157,2004-09-01T09:37:34.364Z[UTC]
Bryer,Asa,795608.4650925489,2016-08-12T09:57:09.469Z[UTC]
Wetherbee,Cara,724705.9540106375,2013-05-25T20:11:38.275Z[UTC]
Saylors,Thurman,-25149.500451765838,2009-02-13T10:23:08.942Z[UTC]
Delao,Josefa,-34117.8124759384,2005-12-08T22:41:36.145Z[UTC]
Bourgoin,Migdalia,24519.752912966884,2001-01-05T16:38:06.435Z[UTC]
Trevathan,Weston,955543.9381948165,2001-05-31T03:23:27.990Z[UTC]
Mccrea,Obdulia,129168.52435497101,2013-11-29T12:47:24.801Z[UTC]
Baughman,Wilton,428028.4856171166,2010-12-16T01:51:44.734Z[UTC]
Wikoff,Raina,29840.325708084943,2003-12-19T07:14:46.357Z[UTC]
Blystone,Blanch,711811.0030438219,2003-06-09T23:43:30.860Z[UTC]
Fansler,Tasha,837133.6905633132,2011-11-24T21:20:44.442Z[UTC]
Trinidad,Cara,508989.60327569966,2012-09-02T05:08:39.486Z[UTC]
Shillings,Rey,895192.7143549122,2012-02-19T19:08:07.901Z[UTC]
Bittner,Beatriz,101708.80525644997,2011-02-08T08:36:51.613Z[UTC]
Korhonen,Alena,995598.0601930394,2007-01-06T18:38:33.860Z[UTC]
Melby,Venessa,554964.1697579023,2006-08-09T04:18:17.317Z[UTC]
Wheeless,Caryn,952076.4899336643,2013-11-14T07:50:45.535Z[UTC]
Colone,Hank,612478.1938203217,2003-04-20T16:50:58.929Z[UTC]
Pond,Bobby,834226.0542154631,2012-03-29T12:16:20.772Z[UTC]
Medders,Windy,292043.3318406134,2011-07-31T20:18:14.508Z[UTC]
Williams,Lottie,294982.1338830118,2004-02-18T06:41:32.563Z[UTC]
Selley,Eli,182421.44570209878,2015-02-17T15:22:43.649Z[UTC]
Bryer,Marguerita,-32935.71880724453,2007-10-24T17:26:07.961Z[UTC]
Dishner,Asa,953456.3490594802,2004-11-13T23:20:20.835Z[UTC]
Eberhard,Kathline,737638.6786396429,2016-04-24T20:32:21.138Z[UTC]
Bryer,Dorla,483310.37583617074,2015-03-14T05:12:24.798Z[UTC]
Ruane,Sonny,435522.3585740287,2014-04-04T10:46:41.806Z[UTC]
Delao,Karla,439954.9022391632,2007-02-11T12:59:58.083Z[UTC]
Chausse,Venessa,56752.39285923328,2016-03-05T17:51:07.811Z[UTC]
Wafford,Sharen,467322.86696522246,2007-09-24T12:51:21.258Z[UTC]
Bradley,Angelia,121882.54638835747,2014-01-13T20:17:24.713Z[UTC]
Clayton,Yoshie,632238.7813575955,2005-12-31T23:19:12.459Z[UTC]
Delara,Tasha,261226.4999990667,2009-03-16T23:33:19.765Z[UTC]
Delara,Randolph,821789.7854518999,2011-03-30T06:54:57.305Z[UTC]
Blystone,Tina,946338.1128318576,2001-08-22T03:25:12.394Z[UTC]
Niehaus,Bertha,95393.64721008082,2008-07-06T00:27:43.613Z[UTC]
Burtch,Carrol,29517.588843065954,2001-11-13T17:23:24.950Z[UTC]
Hagen,Venessa,638863.1358350988,2007-04-06T04:05:03.831Z[UTC]
Mewborn,Vertie,170700.70990967518,2007-06-17T00:37:10.588Z[UTC]
Rosson,Antonette,302016.3514266819,2000-03-08T01:33:04.825Z[UTC]
Colone,Christie,562485.7356230738,2016-10-10T20:28:18.177Z[UTC]
Carrero,Evangelina,270786.20424941776,2004-04-13T15:45:29.560Z[UTC]
Luc,Dillon,391102.119314722,2003-09-06T18:20:48.537Z[UTC]
Dempster,Bobby,949574.7978817562,2004-11-19T17:37:32.688Z[UTC]
Selley,Mona,476374.701117993,2000-04-21T06:19:14.227Z[UTC]
Dempster,Kena,731005.1176569163,2006-08-06T22:30:41.132Z[UTC]
Canton,Joline,855551.5410254524,2007-12-19T10:05:02.833Z[UTC]
Gianni,Denae,513015.9968612277,2013-04-01T11:57:30.930Z[UTC]
Barto,Orville,221393.26869020145,2013-04-14T06:08:10.464Z[UTC]
Delara,Cherlyn,133139.63860658134,2002-02-12T02:01:49.593Z[UTC]
Rosson,Hobert,263582.33174892166,2008-07-26T18:13:30.601Z[UTC]
Spindler,Doyle,438682.1933109963,2014-12-08T22:57:39.182Z[UTC]
Searight,Neal,262029.6638111844,2012-12-29T15:15:22.391Z[UTC]
Wardell,Delbert,659755.156546664,2000-09-13T15:49:31.979Z[UTC]
Spindler,Angelia,427763.99514326843,2006-07-27T21:49:17.189Z[UTC]
Nowland,Sindy,65855.95846086502,2013-08-18T00:38:14.544Z[UTC]
Dempster,Fredricka,42589.242683974386,2013-09-09T00:39:01.973Z[UTC]
Carrasco,Karry,138022.99065042796,2004-05-18T01:46:25.862Z[UTC]
Besse,Enid,740295.2562245978,2009-02-23T08:50:36.077Z[UTC]
Vanderpol,Janiece,96039.07758494615,2014-12-09T03:03:30.227Z[UTC]
Buckler,Alfreda,964744.8751106882,2000-04-02T10:00:07.915Z[UTC]
Williams,Cara,674591.0996695546,2014-12-25T22:47:12.433Z[UTC]
Neuner,Ingrid,201268.68557785676,2013-08-25T17:19:43.034Z[UTC]
Chausse,Armando,315926.91553692106,2012-12-12T18:32:19.279Z[UTC]
Blinn,Luann,396935.7450129082,2016-07-06T03:20:41.822Z[UTC]
Ikerd,Carlo,633848.286658084,2001-11-11T15:08:31.309Z[UTC]
Unknow,Migdalia,301359.45344449015,2011-11-10T06:55:21.718Z[UTC]
Mancino,Tomasa,910811.229404763,2011-07-23T16:12:54.277Z[UTC]
Dawes,Robbin,860848.2971574306,2007-03-11T08:24:22.220Z[UTC]
Hawley,Onita,-37248.90884134841,2011-05-07T18:46:46.360Z[UTC]
Mewborn,Cherlyn,279498.68004076986,2004-04-18T23:32:44.693Z[UTC]
Mancino,Brady,619950.1069901363,2000-05-31T14:28:59.895Z[UTC]
Brickey,Brittaney,711615.9691268539,2015-01-14T12:44:11.555Z[UTC]
Steenbergen,Virginia,751718.9195521654,2010-03-05T16:33:48.185Z[UTC]
Ruane,Lidia,647060.1243648924,2013-09-04T20:33:59.435Z[UTC]
Sperber,Noe,697397.3569760426,2003-09-18T17:10:53.001Z[UTC]
Burch,Rhiannon,547366.718260449,2009-01-14T17:24:15.736Z[UTC]
Deblois,Kena,258206.09988189535,2011-10-08T11:47:41.343Z[UTC]
Blystone,Lannie,67688.06926880675,2005-08-04T04:33:14.360Z[UTC]
Gianni,Virginia,748442.0573365084,2000-11-21T01:43:33.222Z[UTC]
Blinn,Siu,614892.8072853523,2008-06-06T00:24:49.725Z[UTC]
Dawes,Allegra,717891.844639655,2003-12-29T01:28:29.260Z[UTC]
Dishner,Tasha,939925.870400824,2007-02-22T09:50:39.930Z[UTC]
Karle,Virginia,157733.86076648207,2006-07-28T07:20:27.114Z[UTC]
Niebuhr,Emerald,936339.9793193638,2004-01-28T05:15:13.329Z[UTC]
Simone,Ronda,108585.6114030533,2002-01-01T16:34:30.768Z[UTC]
Mewborn,Wilfredo,330502.7862807944,2014-03-14T22:23:31.603Z[UTC]
Barto,Brady,951624.9261734546,2007-03-28T05:17:36.076Z[UTC]
Cox,Cara,625046.7046186673,2016-07-20T20:50:37.911Z[UTC]
Huwe,Samara,607001.148232507,2013-03-18T00:18:29.514Z[UTC]
Trevathan,Lidia,447502.9341927653,2009-10-17T16:56:56.414Z[UTC]
Wafford,Luann,515386.8464076994,2009-04-18T04:31:28.665Z[UTC]
Wetherbee,Assunta,204771.05004547193,2003-04-19T09:53:29.901Z[UTC]
Reighard,Reba,786877.5640987422,2014-09-25T20:37:57.042Z[UTC]
Geller,Hobert,65951.82687092235,2014-08-25T07:26:34.701Z[UTC]
Grainger,Rodrigo,633490.878034087,2000-05-23T19:19:11.555Z[UTC]
Besse,Issac,689608.950019059,2004-08-02T21:02:43.966Z[UTC]
Easterly,Cherlyn,181376.35247819172,2000-12-04T20:27:56.127Z[UTC]
Frame,Eli,138309.28475042022,2016-09-12T13:25:42.356Z[UTC]
Stellhorn,Siu,274352.5145058379,2014-03-16T04:39:30.269Z[UTC]
Nisbet,Beth,931132.4806577238,2011-12-24T10:25:58.605Z[UTC]
Wafford,Liz,832022.4707355995,2014-03-23T13:51:08.870Z[UTC]
Korhonen,Beth,660325.6522636922,2015-12-20T20:51:26.975Z[UTC]
Niebuhr,Cherlyn,746847.9956031762,2003-02-08T17:35:27.169Z[UTC]
Miers,Velda,766291.3184410032,2001-07-19T00:07:31.999Z[UTC]
Gambrel,Eli,816246.8231379654,2013-11-09T02:59:46.695Z[UTC]
Tracey,Cara,198100.45719372586,2016-10-29T01:55:11.674Z[UTC]
Gianni,Wilfredo,96282.35918851418,2003-06-07T17:31:03.424Z[UTC]
Radigan,Avery,331374.2723821569,2000-06-19T10:43:02.617Z[UTC]
